text,author
Surely he might have stayed with her on her birthday.,Oscar Wilde
"And in this one circumstance lies all the skill or luck of the matter; for, if you chance to jar the string among those who are either above or below your own height, instead of subscribing to your doctrine, they will tie you fast, call you mad, and feed you with bread and water.",Jonathan Swift
"It was fair-time in Château Landon, and when we went along to the booths, we had our question answered; for there was our friend busily fiddling for the peasants to caper to.",Robert Louis Stevenson
"Even my pipe, although it was an ordinary French clay pretty well ‘trousered,’ as they call it, would have a rarity in their eyes, as a thing coming from so far away.",Robert Louis Stevenson
"People in elaborate shooting costumes sallied from the château with guns and game-bags; and this was a pleasure in itself, to remain behind while these elegant pleasure-seekers took the first of the morning.",Robert Louis Stevenson
I believe this is every one’s experience: but an apprehension that they may belie themselves in the future prevents mankind from trumpeting this cheerful sentiment abroad.,Robert Louis Stevenson
"Calcutta, the darker portion of it, does not look an inviting place to dive into at night.",Rudyard Kipling
As soon as he engaged a shanty here I went to a town fifty miles away and telegraphed that Denver hotel to keep my baggage till I should send for it.,Mark_Twain
"The wild boar roots up the corn in the valley, and the foxes gnaw the vines upon the hill.",Oscar Wilde
I was born upon this battle-field.,Charles Dickens
Peace!,William Shakespeare
"“What an ample subject for reflection on the uncertain Enjoyments of this World, would not that Phaeton and the Life of Cardinal Wolsey afford a thinking Mind”!",Jane Austen
"The pillars, which were of cedar, were hung with strings of yellow lynx-stones.",Oscar Wilde
To this purpose I have sometimes reflected upon the difference between Athens and England with respect to the point before us.,Jonathan Swift
"Brief note, mailed at a waystation   As we were starting, this morning, Hillyer whispered to me: “Keep this news from Walker until you think it safe and not likely to disturb his mind and check his improvement: the ancient crime he spoke of was really committed and by his cousin, as he said.",Mark_Twain
"“Come along,” say the Police, “we’ll head back to Bentinck Street, and put you on the road to the Great Eastern”.",Rudyard Kipling
"See that thou bringest the white gold, or it shall go ill with thee, for thou art my slave, and I have bought thee for the price of a bowl of sweet wine.’  And he bound the eyes of the Star-Child with the scarf of figured silk, and led him through the house, and through the garden of poppies, and up the five steps of brass.",Oscar Wilde
"""It's as quiet as a churchyard,"" said Clemency, looking after him; ""and almost as ghostly too!""",Charles Dickens
Decency is a fraud and a sham.,Rudyard Kipling
“I am afraid you find it very cold Maria”.,Jane Austen
Trees are the most civil society.,Robert Louis Stevenson
Otherwise the luncheon is represented as wishing to ascertain its own cost!),Lewis Caroll
"A man passing out at the northern end of the village shouted it to Pat Riley, whose claim was the next one to Flint Buckner's.",Mark_Twain
"MARCUS BRUTUS, Conspirator against Caesar.",William Shakespeare
‘Who is He of whom thou speakest?’ he asked.,Oscar Wilde
"Meanwhile, the danger hourly increasing, by new levies of wits, all appointed (as there is reason to fear) with pen, ink, and paper, which may at an hour’s warning be drawn out into pamphlets and other offensive weapons ready for immediate execution, it was judged of absolute necessity that some present expedient be thought on till the main design can be brought to maturity.",Jonathan Swift
"cried Hugh, triumphantly, as he poured the water from the big bucket into the little one.",Lewis Caroll
"I will not do them wrong; I rather choose To wrong the dead, to wrong myself and you, Than I will wrong such honourable men.",William Shakespeare
"Martin had still proceeded as gravely as he began, and doubtless would have delivered an admirable lecture of morality, which might have exceedingly contributed to my reader’s repose both of body and mind (the true ultimate end of ethics), but Jack was already gone a flight-shot beyond his patience.",Jonathan Swift
"Elizabeth did not long survive his loss, and died so miserable that were it not an injury to the memory of Mary I should pity her.",Jane Austen
"But he thought of the pretty Infanta, and took courage.",Oscar Wilde
"A large press, inlaid with agate and lapis-lazuli, filled one corner, and facing the window stood a curiously wrought cabinet with lacquer panels of powdered and mosaiced gold, on which were placed some delicate goblets of Venetian glass, and a cup of dark-veined onyx.",Oscar Wilde
"‘And he answered me, “This is the god”.",Oscar Wilde
"Besides, he had an abominable faculty of telling huge palpable lies upon all occasions, and swearing not only to the truth, but cursing the whole company to hell if they pretended to make the least scruple of believing him.",Jonathan Swift
"This as you may suppose could not be pleasing to Mrs Diana who is a professed enemy to everything which is not directed by Decorum and Formality, or which bears the least resemblance to Ease and Good-breeding.",Jane Austen
"But the heart of the “Deputy Shipping” is hot within him, because, two days ago, a Howrah crimp stole a whole crew from a down-dropping ship, insomuch that the captain had to come back and whip up a new crew at one o’clock in the day.",Rudyard Kipling
I may not touch it.,Oscar Wilde
"Faustus,” penned by Artephius, an author bonæ notæ and an adeptus; he published it in the nine hundred and eighty-fourth year {67a} of his age; this writer proceeds wholly by reincrudation, or in the via humida; and the marriage between Faustus and Helen does most conspicuously dilucidate the fermenting of the male and female dragon.",Jonathan Swift
CASSIUS.,William Shakespeare
"Then he invented new tortures, applied them, and asked again.",Mark_Twain
"A fresh stream from Chouringhi joins the Park Street detachment, and the two together stream away across the maidan toward the business quarter of the city.",Rudyard Kipling
"The centre figure has a gilt breast-plate; the two others wear gilt trunk-hose; and they all three have elegant, flapping hats like cavaliers.",Robert Louis Stevenson
"They said he was Sensible, well-informed, and Agreable; we did not pretend to Judge of such trifles, but as we were convinced he had no soul, that he had never read the sorrows of Werter, and that his Hair bore not the least resemblance to auburn, we were certain that Janetta could feel no affection for him, or at least that she ought to feel none.",Jane Austen
There is a pattern for a Love-letter Matilda!,Jane Austen
We soon saw through his character.,Jane Austen
"""Deep in love"".",Charles Dickens
It is my favourite kind of mountain scenery.,Robert Louis Stevenson
